Unnamed: 0,project_name,db_name,activity_id,activity_name,activity_unit,activity_location,impact_method,impact_category,impact_indicator,sub_activity_id,sub_activity,sub_activity_unit,sub_activity_location,value,percentage,total_impact,exchange_type,compartment,sub_compartment,production_amount,production_unit,production_location,activity_categories,VSI_modify,coeff_2025,coeff_2030,coeff_2035,coeff_2040,coeff_source,coeff_comments,id_to_match,coeff_tech,coeff_tech.1
0,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '978f1efe3db6163151b68a019d3f3231')","market group for electricity, medium voltage",kilowatt hour,RAS,5.87737757619644e-07,31.3873945614601,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
1,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '4d805afe963249a65b0863c62c71df75')","market group for heat, district or industrial, other than natural gas",megajoule,RER,3.85857552238801e-07,20.6062365053568,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for heat, district or industrial, other than natural gas_",,
2,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '71001db5901dd156cd5183cf1429d200')","market for industrial machine, heavy, unspecified",kilogram,RER,2.48223970202412e-07,13.2560884362942,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for industrial machine, heavy, unspecified_",,
3,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'fb215a840ab29c6a22ac08414212fa54')","market group for electricity, medium voltage",kilowatt hour,RNA,2.11911631546244e-07,11.3168737336919,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
4,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'e821e3881da3c8f13b0d223d7e676b30')",market for blasting,kilogram,GLO,1.04606184359679e-07,5.58636150136691,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,market for blasting_,,
5,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '4d897d9709b7282dfae394368a8a8bce')","market for diesel, burned in building machine",megajoule,GLO,9.7668363828824e-08,5.21585593561852,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for diesel, burned in building machine_",,
6,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '3855bf674145307cd56a3fac8c83b643')","market group for electricity, medium voltage",kilowatt hour,RER,5.99818949200026e-08,3.20325753789081,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
7,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '2429923082c474d476bda7e1ea4f6a63')","market group for electricity, medium voltage",kilowatt hour,RLA,5.48204929139353e-08,2.92761936567117,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
8,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '1a3afbe2cf0f55a886376693fe1b0627')","market for recultivation, iron mine",square meter,GLO,4.87100527625781e-08,2.60129900682338,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for recultivation, iron mine_",,
9,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '5d760744265684f0aadaf091e832fdf1')","market group for electricity, medium voltage",kilowatt hour,RAF,2.76772398608362e-08,1.47806812923261,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
10,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '62e41ec78b96b9df85abc4e3e3017a7d')",market for conveyor belt,meter,GLO,1.40510867488339e-08,0.75038058740539,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,market for conveyor belt_,,
11,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'ad84216bbc55e9f6a05876159c70033d')","market for heat, district or industrial, other than natural gas",megajoule,CA-QC,1.3669804454627e-08,0.730018686791691,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for heat, district or industrial, other than natural gas_",,
12,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'b0bb2d53b7b5a8ad24660731e9b49dcf')","market group for heat, central or small-scale, other than natural gas",megajoule,RER,1.34702926399975e-08,0.719364009660156,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for heat, central or small-scale, other than natural gas_",,
13,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '589cdd55be7880845c0fa0ae24b4b768')","market for mine infrastructure, iron",unit,GLO,3.59996638588403e-09,0.192251669893326,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for mine infrastructure, iron_",,
14,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '09acd340c26329625c85420419c71c47')","market for electricity, medium voltage",kilowatt hour,NZ,5.41728588492484e-10,0.0289303328428328,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for electricity, medium voltage_",,
15,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '647f9b331f7ef89f264647d9ca69b192')","market for non-sulfidic tailing, off-site",kilogram,GLO,0.0,0.0,1.87252801907079e-06,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for non-sulfidic tailing, off-site_",,
16,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '5324b57a-96f1-4dc3-9dc5-544881960f4f')","Spodumene, in ground",kilogram,,0.0,0.0,1.87252801907079e-06,biosphere,natural resource,in ground,1,kilogram,RoW,Absent,,,,,,,,"Spodumene, in ground_natural resource",,
17,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '626915e9-2424-4059-8b6a-fae47161acdf')","Transformation, to mineral extraction site",square meter,,0.0,0.0,1.87252801907079e-06,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Transformation, to mineral extraction site_natural resource",,
18,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '67c40aae-d403-464d-9649-c12695e43ad8')","Water, well, in ground",cubic meter,,0.0,0.0,1.87252801907079e-06,biosphere,natural resource,in water,1,kilogram,RoW,Absent,,,,,,,,"Water, well, in ground_natural resource",,
19,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '0d218f74-181d-49b6-978c-8af836611102')","Gangue, in ground",kilogram,,0.0,0.0,1.87252801907079e-06,biosphere,natural resource,in ground,1,kilogram,RoW,Absent,,,,,,,,"Gangue, in ground_natural resource",,
20,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '0930b6b8-d9c6-4462-966f-ac7495b63bed')","Transformation, from forest, unspecified",square meter,,0.0,0.0,1.87252801907079e-06,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Transformation, from forest, unspecified_natural resource",,
21,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '7678cec7-b8e1-439d-8242-99cd452834b1')","Particulates, > 10 um",kilogram,,0.0,0.0,1.87252801907079e-06,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Absent,,,,,,,,"Particulates, > 10 um_air",,
22,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '379ba5c9-5c3a-43d0-8e2d-605ad9c39e46')","Occupation, mineral extraction site",square meter-year,,0.0,0.0,1.87252801907079e-06,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Occupation, mineral extraction site_natural resource",,
23,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","Particulates, < 2.5 um",kilogram,,0.0,0.0,1.87252801907079e-06,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Present,,,,,,,,"Particulates, < 2.5 um_air",,
24,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),terrestrial ecotoxicity,TETPinf,"('biosphere3', '295c9740-6fdb-4676-9eb8-15e3786f713d')","Particulates, > 2.5 um, and < 10um",kilogram,,0.0,0.0,1.87252801907079e-06,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Present,,,,,,,,"Particulates, > 2.5 um, and < 10um_air",,
25,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '647f9b331f7ef89f264647d9ca69b192')","market for non-sulfidic tailing, off-site",kilogram,GLO,2.83327491958568e-05,72.858832306816,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for non-sulfidic tailing, off-site_",,
26,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('biosphere3', '0930b6b8-d9c6-4462-966f-ac7495b63bed')","Transformation, from forest, unspecified",square meter,,6.01721764333594e-06,15.4735231727367,3.88871853951003e-05,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Transformation, from forest, unspecified_natural resource",,
27,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '978f1efe3db6163151b68a019d3f3231')","market group for electricity, medium voltage",kilowatt hour,RAS,1.38056530795227e-06,3.55018059014941,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
28,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '2429923082c474d476bda7e1ea4f6a63')","market group for electricity, medium voltage",kilowatt hour,RLA,1.07190083314454e-06,2.7564371714071,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
29,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '4d897d9709b7282dfae394368a8a8bce')","market for diesel, burned in building machine",megajoule,GLO,8.16733714280375e-07,2.10026440839629,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for diesel, burned in building machine_",,
30,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '4d805afe963249a65b0863c62c71df75')","market group for heat, district or industrial, other than natural gas",megajoule,RER,6.43655563079839e-07,1.65518680907396,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for heat, district or industrial, other than natural gas_",,
31,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'fb215a840ab29c6a22ac08414212fa54')","market group for electricity, medium voltage",kilowatt hour,RNA,4.0515841378244e-07,1.04188155986596,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
32,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '3855bf674145307cd56a3fac8c83b643')","market group for electricity, medium voltage",kilowatt hour,RER,2.15039159944344e-07,0.552982062752834,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
33,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'e821e3881da3c8f13b0d223d7e676b30')",market for blasting,kilogram,GLO,1.63796251094182e-07,0.421208810640279,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,market for blasting_,,
34,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '5d760744265684f0aadaf091e832fdf1')","market group for electricity, medium voltage",kilowatt hour,RAF,8.50096155843511e-08,0.218605730192707,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
35,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '71001db5901dd156cd5183cf1429d200')","market for industrial machine, heavy, unspecified",kilogram,RER,8.12557422605061e-08,0.208952490222509,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for industrial machine, heavy, unspecified_",,
36,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'ad84216bbc55e9f6a05876159c70033d')","market for heat, district or industrial, other than natural gas",megajoule,CA-QC,5.87206991298173e-08,0.151002698017882,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for heat, district or industrial, other than natural gas_",,
37,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'b0bb2d53b7b5a8ad24660731e9b49dcf')","market group for heat, central or small-scale, other than natural gas",megajoule,RER,3.39342655129372e-08,0.0872633623857305,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for heat, central or small-scale, other than natural gas_",,
38,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '589cdd55be7880845c0fa0ae24b4b768')","market for mine infrastructure, iron",unit,GLO,2.02163875523734e-08,0.0519872738203383,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for mine infrastructure, iron_",,
39,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '62e41ec78b96b9df85abc4e3e3017a7d')",market for conveyor belt,meter,GLO,4.53960444265929e-09,0.0116737799265648,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,market for conveyor belt_,,
40,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '09acd340c26329625c85420419c71c47')","market for electricity, medium voltage",kilowatt hour,NZ,1.3641608857648e-09,0.00350799594237716,3.88871853951003e-05,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for electricity, medium voltage_",,
41,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('biosphere3', '5324b57a-96f1-4dc3-9dc5-544881960f4f')","Spodumene, in ground",kilogram,,0.0,0.0,3.88871853951003e-05,biosphere,natural resource,in ground,1,kilogram,RoW,Absent,,,,,,,,"Spodumene, in ground_natural resource",,
42,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('biosphere3', '626915e9-2424-4059-8b6a-fae47161acdf')","Transformation, to mineral extraction site",square meter,,0.0,0.0,3.88871853951003e-05,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Transformation, to mineral extraction site_natural resource",,
43,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('biosphere3', '67c40aae-d403-464d-9649-c12695e43ad8')","Water, well, in ground",cubic meter,,0.0,0.0,3.88871853951003e-05,biosphere,natural resource,in water,1,kilogram,RoW,Absent,,,,,,,,"Water, well, in ground_natural resource",,
44,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('biosphere3', '0d218f74-181d-49b6-978c-8af836611102')","Gangue, in ground",kilogram,,0.0,0.0,3.88871853951003e-05,biosphere,natural resource,in ground,1,kilogram,RoW,Absent,,,,,,,,"Gangue, in ground_natural resource",,
45,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('biosphere3', '7678cec7-b8e1-439d-8242-99cd452834b1')","Particulates, > 10 um",kilogram,,0.0,0.0,3.88871853951003e-05,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Absent,,,,,,,,"Particulates, > 10 um_air",,
46,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('biosphere3', '379ba5c9-5c3a-43d0-8e2d-605ad9c39e46')","Occupation, mineral extraction site",square meter-year,,0.0,0.0,3.88871853951003e-05,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Occupation, mineral extraction site_natural resource",,
47,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),natural land transformation,NLTP,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","Particulates, < 2.5 um",kilogram,,0.0,0.0,3.88871853951003e-05,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Present,,,,,,,,"Particulates, < 2.5 um_air",,
