Activity,Location,Impact Category,Baseline 2025,Baseline 2040,Baseline Change,Baseline % Change,VSI 2025,VSI 2040,VSI Change,VSI % Change,VSI to baseline change,VSI to baseline change %,SSP,Activity Group
"lithium carbonate production, from spodumene",CN,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",8.227993219767502,6.618896206865841,-1.6090970129016604,-19.55637261630034,8.227634601423384,6.61865356727972,-1.608981034143664,-19.555815396387555,-0.00024263958612102954,0.000557219912785456,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.0339351232133494,0.0310423812513763,-0.002892741961973099,-8.524330216178948,0.0339334559483807,0.0302883411508582,-0.003645114797522501,-10.741949782737779,-0.0007540401005180983,-2.217619566558831,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.1934616028331827,0.3286863876114569,0.1352247847782742,69.89747980888761,0.1934662861019426,0.32867470531442,0.1352084192124774,69.88732865902662,-1.168229703690793e-05,-0.010151149860988085,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",0.0053494923368463,0.0048925323450619,-0.0004569599917844001,-8.542118821947746,0.0053495855819415,0.0022362627926376,-0.0031133227893039,-58.19745738461476,-0.0026562695524243,-49.65533856266701,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",1.184458935754772,1.1935514455438447,0.009092509789072833,0.7676509091705084,1.1844539021346083,1.1935468661213111,0.009092963986702784,0.7676925180722995,-4.579422533623756e-06,4.160890179116805e-05,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0614000439312373,0.0577840637793204,-0.0036159801519168935,-5.889214274775563,0.0614006485374777,0.0570273241506028,-0.004373324386874905,-7.122602922028612,-0.0007567396287176051,-1.233388647253049,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.135287952277038,0.1345683868186508,-0.0007195654583871947,-0.5318769678128421,0.1352874526126439,0.1345677806126524,-0.0007196719999915113,-0.5319576842444375,-6.062059983991119e-07,-8.071643159535125e-05,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.2320211537823964,0.2438710203407175,0.011849866558321098,5.107235424505572,0.2320265421213254,0.2438604588764891,0.01183391675516371,5.100242690758982,-1.0561464228397988e-05,-0.006992733746590041,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.6345739230283489,0.5752763101397221,-0.05929761288862678,-9.344476779890895,0.6344931665729567,0.5752806006618998,-0.05921256591105695,-9.332262194544603,4.290522177652356e-06,0.012214585346292495,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",2.600536397738606,2.2297556058588315,-0.37078079187977453,-14.25785819426334,2.60032641947199,2.229601311125663,-0.37072510834632677,-14.25686812125704,-0.0001542947331683031,0.0009900730062994967,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.8741910267133012,0.8799488461132001,0.005757819399898945,0.658645447499803,0.8741840211219354,0.5881638934514363,-0.2860201276704991,-32.718526163795396,-0.29178495266176385,-33.377171611295196,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.5253734723175917,0.5291227031777935,0.0037492308602018465,0.7136315512206547,0.5253682591299645,0.5113009719835118,-0.014067287146452778,-2.6776050707267496,-0.017821731194281765,-3.3912366219474044,SSP2,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",1.0120643089681508e-06,9.528853997139938e-07,-5.917890925415694e-08,-5.847346727847042,1.0120321726676005e-06,9.52845529994908e-07,-5.9186642672692534e-08,-5.848296553328275,-3.9869719085861386e-11,-0.0009498254812330131,SSP2,Lithium
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",4.851740303821236e-06,1.3572432803479536e-05,8.720692499658299e-06,179.7435961852672,4.8519000384193055e-06,1.3569920815761678e-05,8.718020777342373e-06,179.68261316823433,-2.5119877178578242e-09,-0.06098301703286779,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",7.789850108597946e-05,7.720322904122792e-05,-6.952720447515458e-07,-0.8925358447964848,7.789974699518856e-05,7.720428466911813e-05,-6.954623260704319e-07,-0.8927658341603945,1.055627890208708e-09,-0.00022998936390961067,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0003118290965996,0.0003097008518114,-2.1282447882000222e-06,-0.6825035929641827,0.0003118242650362,0.0003096979068954,-2.1263581408000293e-06,-0.6819091325536126,-2.944916000023178e-09,0.0005944604105700968,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",0.0136913714504373,0.0145893393157152,0.0008979678652779009,6.558640736090905,0.0136917326532678,0.014589397575312,0.0008976649220441991,6.5562551123137345,5.825959679961468e-08,-0.0023856237771706645,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",0.0001041956810735,0.0001056882207979,1.4925397244000115e-06,1.4324391462513393,0.0001041953759385,0.0001056885833064,1.4932073678999993e-06,1.4330841022938925,3.625084999975964e-10,0.000644956042553213,SSP2,Manganese
manganese concentrate production,GLO,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",0.0166104570988405,0.0170846391491111,0.00047418205027060026,2.854720056461906,0.0166080917995785,0.0170829411134626,0.00047484931388410215,2.85914432322775,-1.6980356484994075e-06,0.004424266765843843,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.0001082300200798,0.0001049515361306,-3.2784839492000007e-06,-3.0291816880221525,0.0001082193246048,0.0001048460886186,-3.3732359862000057e-06,-3.1170366277174013,-1.0544751200000451e-07,-0.08785493969524882,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.001728106616122,0.0033962278959942,0.0016681212798722001,96.52884054200247,0.0017281419333322,0.0033960946043981,0.0016679526710658998,96.51711117557089,-1.3329159610038152e-07,-0.011729366431580956,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",6.366318482291017e-06,7.664124717569768e-06,1.2978062352787504e-06,20.38550598574068,6.366915483738965e-06,7.664872270826662e-06,1.2979567870876977e-06,20.385959110069322,7.475532568947905e-10,0.0004531243286436393,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",46.97261218428082,46.97259919606653,-1.2988214287190658e-05,-2.7650611033160953e-05,46.97261215180088,46.97259914726166,-1.3004539219707567e-05,-2.768536520319743e-05,-4.880487125547006e-08,-3.475417003647626e-08,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0002693370107329,0.0002687565285003,-5.804822326000141e-07,-0.21552263872701666,0.0002693412014947,0.0002687626247478,-5.785767468999606e-07,-0.2148118236976624,6.096247500027557e-09,0.0007108150293542448,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.0014449965884074,0.0014705477949003,2.5551206492899995e-05,1.7682537590667395,0.001444993218079,0.0014705419355372,2.554871745819986e-05,1.7680856310291049,-5.8593631001822855e-09,-0.00016812803763466277,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.0229513264378189,0.0230230090193014,7.168258148250103e-05,0.3123243516086434,0.0229513781046535,0.023022899862035,7.152175738149927e-05,0.31162293198854973,-1.0915726640289836e-07,-0.0007014196200936795,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.0012812470349111,0.0009527125110452,-0.0003285345238659,-25.641778276481674,0.0012807237107927,0.0009527374831702,-0.0003279862276225,-25.609444477255284,2.4972125000017123e-08,0.03233379922638946,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",0.0049704939840227,0.0049389932118114,-3.150077221129952e-05,-0.6337553634016361,0.0049691500010497,0.0049379543568475,-3.119564420219975e-05,-0.6277863255407843,-1.0388549639001043e-06,0.005969037860851789,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.0019719728763784,0.0020327566754493,6.0783799070899744e-05,3.0823851483460256,0.0019719530105384,0.0020327557709967,6.0802760458300055e-05,3.08337775460984,-9.044526000541453e-10,0.0009926062638143662,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.0018078084957777,0.0018615646100213,5.3756114243599896e-05,2.9735513672577683,0.0018077973305627,0.0018615551458321,5.375781526940015e-05,2.97366382616946,-9.46418919991511e-09,0.00011245891169187061,SSP2,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",1.707877799161834e-09,1.2993158161214916e-09,-4.0856198304034247e-10,-23.922202351997914,1.707671653292787e-09,1.2989980522684212e-09,-4.086736010243659e-10,-23.931626447997097,-3.177638530703703e-13,-0.009424095999182924,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",0.0003542716353699,0.0006298663559529,0.00027559472058300005,77.79192378617829,0.0003542722712238,0.0006298327391042,0.0002755604678804,77.782115695508,-3.361684870002626e-08,-0.009808090670290426,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",0.0004634444466332,0.0003573069258903,-0.00010613752074290004,-22.901886410326146,0.0004634802744507,0.0003573317155666,-0.0001061485588841,-22.902497632699344,2.47896763000432e-08,-0.0006112223731982169,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0041499260380799,0.0030748659331583,-0.0010750601049216001,-25.905524461322976,0.004149787095506,0.0030747960770563,-0.0010749910184497,-25.904727006690496,-6.985610200016534e-08,0.0007974546324795995,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",0.6524058180031552,0.455786561453622,-0.19661925654953322,-30.13756945812251,0.6524152545538416,0.4557953091997124,-0.19661994535412924,-30.13723912519321,8.74774609038731e-06,0.0003303329292982937,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",0.0014149459709364,0.0010886433773911,-0.00032630259354530003,-23.06113450603033,0.0014149342494802,0.0010886589273008,-0.00032627532217940013,-23.059398152194202,1.554990969993529e-08,0.0017363538361294673,SSP2,Manganese
manganese(III) oxide production,CN,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",2.0929414541045106,1.489013490393342,-0.6039279637111685,-28.855463803193963,2.092880420896962,1.2493304455069851,-0.8435499753899767,-40.30569386417452,-0.23968304488635694,-11.450230060980559,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.003235799563649,0.0017794075222796,-0.0014563920413694,-45.00872234889085,0.0032355070160554,0.0017794333939465,-0.0014560736221089,-45.00295053861717,2.5871666899969503e-08,0.005771810273678568,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.032066373806115,0.0658079948332975,0.03374162102718249,105.22431139609563,0.0320670940433923,0.0658064963418176,0.03373940229842529,105.2150290037821,-1.4984914799009985e-06,-0.009282392313522791,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",0.0005829569944962,0.0002903079967652,-0.00029264899773100004,-50.20078676368084,0.0005829735443313,0.0002903291597826,-0.00029264438454869996,-50.19857031151865,2.116301739998579e-08,0.0022164521621874655,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",80.55180354916351,80.55616558855492,0.004362039391409667,0.005415197673069313,80.55180288072137,80.5561650577801,0.0043621770587378705,0.005415368623340744,-5.307748125460421e-07,1.7095027143084612e-07,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0049774466365616,0.0034574992711166,-0.0015199473654450004,-30.536688314854015,0.0049775547807611,0.0034576698535747,-0.0015198849271864001,-30.534770467237326,1.7058245810027198e-07,0.0019178476166885616,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.0082819092474618,0.0074406102637814,-0.0008412989836804,-10.158273394969129,0.008281828140546,0.0074405262907817,-0.0008413018497642998,-10.158407485485865,-8.39729996995886e-08,-0.00013409051673640704,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.0656150627655527,0.0707420540874464,0.00512699132189369,7.813741396869184,0.0656158310378059,0.0707406172639063,0.0051247862261004085,7.810289293063527,-1.4368235400907814e-06,-0.0034521038056567477,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.201522830294695,0.1565828207933397,-0.044940009501355294,-22.300207592180843,0.2015087921129419,0.1565836996348968,-0.0449250924780451,-22.294358477850153,8.788415570837316e-07,0.0058491143306902416,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",0.4290224278464266,0.2764050630819065,-0.1526173647645201,-35.573283553173866,0.428986023146771,0.2763792688429116,-0.1526067543038594,-35.57382899900385,-2.579423899490285e-05,-0.0005454458299851694,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.0498470482505265,0.0495112262793871,-0.0003358219711393981,-0.6737048289230466,0.0498466490491447,0.0495115340413502,-0.00033511500779450504,-0.672291947777892,3.077619630947881e-07,0.0014128811451545875,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.0461790465814987,0.0454106275627839,-0.0007684190187147999,-1.6639993148378713,0.0461788427397956,0.0454108031405332,-0.0007680395992623948,-1.6631850295384738,1.7557774930482273e-07,0.0008142852993975325,SSP2,Manganese
manganese(III) oxide production,CN,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",7.783774701551695e-08,5.755041942359713e-08,-2.0287327591919822e-08,-26.063610998241693,7.783216115826688e-08,5.754414196981482e-08,-2.0288019188452065e-08,-26.0663701052803,-6.2774537823099415e-12,-0.0027591070386066008,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",0.0003542716353699,0.0006298663559529,0.00027559472058300005,77.79192378617829,0.0003542722712238,0.0006298327391042,0.0002755604678804,77.782115695508,-3.361684870002626e-08,-0.009808090670290426,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",0.0004634444466332,0.0003573069258903,-0.00010613752074290004,-22.901886410326146,0.0004634802744507,0.0003573317155666,-0.0001061485588841,-22.902497632699344,2.47896763000432e-08,-0.0006112223731982169,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0041499260380799,0.0030748659331583,-0.0010750601049216001,-25.905524461322976,0.004149787095506,0.0030747960770563,-0.0010749910184497,-25.904727006690496,-6.985610200016534e-08,0.0007974546324795995,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",0.6524058180031552,0.455786561453622,-0.19661925654953322,-30.13756945812251,0.6524152545538416,0.4557953091997124,-0.19661994535412924,-30.13723912519321,8.74774609038731e-06,0.0003303329292982937,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",0.0014149459709364,0.0010886433773911,-0.00032630259354530003,-23.06113450603033,0.0014149342494802,0.0010886589273008,-0.00032627532217940013,-23.059398152194202,1.554990969993529e-08,0.0017363538361294673,SSP2,Manganese
manganese(III) oxide production,RoW,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",2.0929414541045106,1.489013490393342,-0.6039279637111685,-28.855463803193963,2.092880420896962,1.2493304455069851,-0.8435499753899767,-40.30569386417452,-0.23968304488635694,-11.450230060980559,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.003235799563649,0.0017794075222796,-0.0014563920413694,-45.00872234889085,0.0032355070160554,0.0017794333939465,-0.0014560736221089,-45.00295053861717,2.5871666899969503e-08,0.005771810273678568,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.032066373806115,0.0658079948332975,0.03374162102718249,105.22431139609563,0.0320670940433923,0.0658064963418176,0.03373940229842529,105.2150290037821,-1.4984914799009985e-06,-0.009282392313522791,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",0.0005829569944962,0.0002903079967652,-0.00029264899773100004,-50.20078676368084,0.0005829735443313,0.0002903291597826,-0.00029264438454869996,-50.19857031151865,2.116301739998579e-08,0.0022164521621874655,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",80.55180354916351,80.55616558855492,0.004362039391409667,0.005415197673069313,80.55180288072137,80.5561650577801,0.0043621770587378705,0.005415368623340744,-5.307748125460421e-07,1.7095027143084612e-07,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0049774466365616,0.0034574992711166,-0.0015199473654450004,-30.536688314854015,0.0049775547807611,0.0034576698535747,-0.0015198849271864001,-30.534770467237326,1.7058245810027198e-07,0.0019178476166885616,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.0082819092474618,0.0074406102637814,-0.0008412989836804,-10.158273394969129,0.008281828140546,0.0074405262907817,-0.0008413018497642998,-10.158407485485865,-8.39729996995886e-08,-0.00013409051673640704,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.0656150627655527,0.0707420540874464,0.00512699132189369,7.813741396869184,0.0656158310378059,0.0707406172639063,0.0051247862261004085,7.810289293063527,-1.4368235400907814e-06,-0.0034521038056567477,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.201522830294695,0.1565828207933397,-0.044940009501355294,-22.300207592180843,0.2015087921129419,0.1565836996348968,-0.0449250924780451,-22.294358477850153,8.788415570837316e-07,0.0058491143306902416,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",0.4290224278464266,0.2764050630819065,-0.1526173647645201,-35.573283553173866,0.428986023146771,0.2763792688429116,-0.1526067543038594,-35.57382899900385,-2.579423899490285e-05,-0.0005454458299851694,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.0498470482505265,0.0495112262793871,-0.0003358219711393981,-0.6737048289230466,0.0498466490491447,0.0495115340413502,-0.00033511500779450504,-0.672291947777892,3.077619630947881e-07,0.0014128811451545875,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.0461790465814987,0.0454106275627839,-0.0007684190187147999,-1.6639993148378713,0.0461788427397956,0.0454108031405332,-0.0007680395992623948,-1.6631850295384738,1.7557774930482273e-07,0.0008142852993975325,SSP2,Manganese
manganese(III) oxide production,RoW,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",7.783774701551695e-08,5.755041942359713e-08,-2.0287327591919822e-08,-26.063610998241693,7.783216115826688e-08,5.754414196981482e-08,-2.0288019188452065e-08,-26.0663701052803,-6.2774537823099415e-12,-0.0027591070386066008,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",0.0003070357643293,0.000529175135257,0.00022213937092770006,72.34967281839278,0.0003070364057647,0.0005291393811161,0.00022210297535140002,72.33766784047445,-3.5754140900018903e-08,-0.012004977918323334,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",0.0002544391350703,0.000207513234653,-4.692590041730001e-05,-18.442878452772078,0.0002544638522399,0.0002075306918373,-4.693316040259998e-05,-18.44394006829425,1.745718429999022e-08,-0.001061615522171877,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0026928095158616,0.0021346059993051,-0.0005582035165565,-20.72940968414156,0.0026927136595445,0.002134556714003,-0.0005581569455414999,-20.728418098340164,-4.928530209988291e-08,0.0009915858013975765,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",2.2003447303054333,2.094052519142406,-0.10629221116302734,-4.830707193243885,2.200351178944377,0.6096350579146503,-1.5907161210297267,-72.29373821104666,-1.4844174612277556,-67.46303101780278,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",0.000806161509897,0.0006685732444718,-0.00013758826542519995,-17.06708441622065,0.0008061535587648,0.0006685839267083,-0.00013756963205650006,-17.064941357734153,1.068223649998163e-08,0.0021430584864958746,SSP2,Manganese
manganese dioxide production,GLO,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",0.9090842677691148,0.6861668568639412,-0.22291741090517359,-24.52109433729516,0.909041762830718,0.6861387282919315,-0.22290303453878657,-24.52065940784457,-2.812857200973351e-05,0.00043492945059142585,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.0016469000788604,0.00131113296998,-0.0003357671088804,-20.387825174720962,0.0016466981747444,0.0013111506559758,-0.00033554751876859997,-20.376989779604486,1.7685995800037838e-08,0.010835395116476576,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.0176407411279973,0.0492490680291677,0.0316083269011704,179.17799865565397,0.0176412592937713,0.0492479477143899,0.0316066884206186,179.16344799590448,-1.1203147778013345e-06,-0.01455065974948866,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",0.000392908697552,0.0002350253756112,-0.00015788332194080002,-40.18320870077068,0.0003929200831343,0.0002350401239621,-0.0001578799591722,-40.18118847802358,1.4748350899996534e-08,0.0020202227470988987,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",36.27526756651301,36.277529323181895,0.0022617566688865054,0.006234982732351817,36.27526706405011,36.27752891234048,0.002261848290366686,0.006235235391576886,-4.108414159986751e-07,2.5265922506869515e-07,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0045761112373831,0.0038768201556783,-0.0006992910817047999,-15.281339229522253,0.0045761855799335,0.0038769393388627,-0.0006992462410707998,-15.28011110687869,1.1918318439975428e-07,0.0012281226435622017,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.004802711419586,0.0046129346513755,-0.00018977676821049956,-3.9514505792825374,0.0048026541347905,0.0046128729238364,-0.00018978121095409965,-3.951590217153504,-6.172753910013012e-08,-0.0001396378709666024,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.0334760789916051,0.0355490297913946,0.0020729507997894955,6.19233453329267,0.0334766485394074,0.0355479703795628,0.0020713218401554045,6.187363223403699,-1.0594118317955314e-06,-0.004971309888971653,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.2212712086937754,0.1002627877875982,-0.1210084209061772,-54.68782930256633,0.2212614932497145,0.1002633783824817,-0.1209981148672328,-54.685572753807186,5.905948834983299e-07,0.002256548759142163,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",0.2535759661449624,0.1794510415557185,-0.07412492458924391,-29.23184153299005,0.2535507581085641,0.1794328755271065,-0.0741178825814576,-29.231970408750335,-1.816602861201555e-05,-0.00012887576028575154,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.0643843030208963,0.0647366061026046,0.00035230308170829117,0.5471878473141958,0.064383876754533,0.0614058330508774,-0.0029780437036555987,-4.625449497254648,-0.003330773051727194,-5.172637344568844,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.061329617112866,0.0613474064228323,1.778930996629985e-05,0.029006067221260916,0.0613293475699298,0.0566005766362365,-0.0047287709336932965,-7.71045367521869,-0.0047468297865957965,-7.739459742439951,SSP2,Manganese
manganese dioxide production,GLO,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",6.867879401691429e-08,5.205513307996246e-08,-1.662366093695183e-08,-24.204940076346908,6.867492876774391e-08,5.2050657556303116e-08,-1.66242712114408e-08,-24.207191051720596,-4.475523659346391e-12,-0.0022509753736876803,SSP2,Manganese
manganese sulfate production,GLO,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",0.0002212023184124,0.0003810047915519,0.00015980247313949998,72.24267552276336,0.0002212028102308,0.0003809730173419,0.0001597702071111,72.22792827288131,-3.177420999998359e-08,-0.014747249882049118,SSP2,Manganese
manganese sulfate production,GLO,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",0.0002721800141407,0.0002378281040633,-3.435191007740001e-05,-12.62102589929407,0.0002722123795283,0.0002378507392498,-3.4361640278499984e-05,-12.623099778945818,2.2635186499989947e-08,-0.0020738796517481006,SSP2,Manganese
manganese sulfate production,GLO,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0041122413751145,0.0037241418770232,-0.00038809949809130023,-9.437663373553653,0.0041121158534998,0.0036538299895372,-0.00045828586396259993,-11.14477024212621,-7.031188748600004e-05,-1.7071068685725574,SSP2,Manganese
