Activity,Location,Impact Category,Baseline 2025,Baseline 2040,Baseline Change,Baseline % Change,VSI 2025,VSI 2040,VSI Change,VSI % Change,VSI to baseline change,VSI to baseline change %,SSP,Activity Group
spodumene production,RoW,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.0005435237574695,0.0005043757763913,-3.914798107819992e-05,-7.202625559637423,0.0005435226805854,0.0005043750123189,-3.914766826650009e-05,-7.2025822775852095,-7.640724000767055e-10,4.328205221337811e-05,SSP1,Lithium
spodumene production,RoW,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.009622537736135,0.0097288935486535,0.00010635581251849935,1.1052782065910438,0.0096225294972562,0.0097288811016097,0.00010635160435350059,1.1052354205183372,-1.2447043800170587e-08,-4.278607270657986e-05,SSP1,Lithium
spodumene production,RoW,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.0032337237832347,0.0016882513985526,-0.0015454723846821002,-47.79234369659616,0.0032335910378419,0.0016882155556344,-0.0015453754822074997,-47.791308923186655,-3.584291819987498e-08,0.0010347734095077499,SSP1,Lithium
spodumene production,RoW,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",0.0075698671553793,0.0053486377485,-0.0022212294068793,-29.34304342845501,0.0075696564089669,0.0053483298508034,-0.0022213265581635007,-29.345143797176192,-3.0789769659995275e-07,-0.0021003687211802458,SSP1,Lithium
spodumene production,RoW,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.000568378897328,0.0005603022004689,-8.076696859100028e-06,-1.4210057581429048,0.0005683776138905,0.0005603069405033,-8.070673387199946e-06,-1.4199492010174053,4.740034400033642e-09,0.0010565571254994577,SSP1,Lithium
spodumene production,RoW,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.000521243097679,0.0005098296782184,-1.1413419460599983e-05,-2.1896538316616274,0.0005212420864396,0.0005098341000224,-1.1407986417200046e-05,-2.188615753406161,4.421803999994298e-09,0.0010380782554664236,SSP1,Lithium
spodumene production,RoW,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",1.299968607390472e-09,1.015435398650426e-09,-2.84533208740046e-10,-21.88769845075041,1.29990415309105e-09,1.01538039504967e-09,-2.8452375804138e-10,-21.888056697473367,-5.5003600756038764e-14,-0.0003582467229570341,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",0.0043283411674341,0.0037158360872214,-0.0006125050802126999,-14.151035154555558,0.0043283035948879,0.0037158409504874,-0.0006124626444004998,-14.150177568964226,4.863265999979771e-09,0.0008575855913317554,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",0.0006755482917548,0.0005822663460498,-9.328194570499995e-05,-13.808331224210685,0.0006756471761475,0.0005823488955164,-9.329828063110008e-05,-13.808727975906198,8.254946659992223e-08,-0.0003967516955132311,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0093891696628643,0.008593158619451,-0.0007960110434133,-8.477970597992854,0.0093894215345443,0.0085927357839856,-0.0007966857505587004,-8.484928998316255,-4.2283546539990946e-07,-0.006958400323400227,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",1.7537920038092238,1.6761228273217064,-0.07766917648751748,-4.428642411347559,1.7538461770932117,1.6762097302432852,-0.07763644684992643,-4.4266394546983285,8.690292157886859e-05,0.0020029566492301143,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",0.008979175096898,0.00853451992481,-0.0004446551720880005,-4.952071513135029,0.0089793653710278,0.0085345868742245,-0.00044477849680329973,-4.953340001492658,6.694941450009761e-08,-0.0012684883576294936,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",2.0586891834451464,1.727987649058147,-0.33070153438699945,-16.063694172307336,2.058693067252149,1.7277865268108474,-0.33090654044130163,-16.07362193544377,-0.00020112224729951222,-0.009927763136435175,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.0060597435150987,0.0052576976515433,-0.0008020458635554003,-13.235640445127597,0.006059607072893,0.0052577286218421,-0.0008018784510508995,-13.233175706029135,3.097029880032992e-08,0.002464739098462232,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.2779281795336911,0.4216293646587549,0.1437011851250638,51.70443147080882,0.2779309493351369,0.4216332457024588,0.1437022963673219,51.70431602204965,3.881043703912734e-06,-0.00011544875916769115,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",0.0019671669260188,0.0018711083929619,-9.605853305690005e-05,-4.883090081801326,0.0019672375914875,0.0018712402345498,-9.599735693770011e-05,-4.87980492814358,1.3184158790006603e-07,0.003285153657746065,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",0.2779696275496688,0.2862860946588743,0.008316467109205472,2.99186180249835,0.2779677037178791,0.286285155085472,0.008317451367592876,2.9922366002759087,-9.395734023032176e-07,0.00037479777755855537,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0155345740801211,0.0143905741460597,-0.0011439999340613991,-7.364218215196029,0.0155369662956102,0.0143909219178531,-0.0011460443777571005,-7.376242928974511,3.4777179339952335e-07,-0.01202471377848191,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.0184470347556874,0.0143479203530292,-0.004099114402658199,-22.220993546913565,0.0184470081991964,0.0143475744401293,-0.0040994337590671,-22.222756746243995,-3.459128999003247e-07,-0.0017631993304298987,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.1695055526713529,0.1724614242091848,0.0029558715378319167,1.743819887459929,0.1695062220553581,0.1724607099580068,0.0029544879026487114,1.7429967270958475,-7.142511780078298e-07,-0.0008231603640815877,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.1711982594795763,0.1015012903990863,-0.06969696908048999,-40.71126032026321,0.1711477691398539,0.1014846538751253,-0.06966311526472861,-40.70349009796511,-1.6636523961000016e-05,0.007770222298098872,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",0.61577857363682,0.5125165897244864,-0.10326198391233354,-16.769336955403134,0.6157042438981162,0.5123907089455554,-0.10331353495256079,-16.779734097408078,-0.00012588077893105343,-0.010397142004944016,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.1164816401153421,0.1204696647382868,0.0039880246229447025,3.423736666993779,0.1164795235392696,0.1204690631360684,0.003989539596798791,3.425099515842171,-6.016022184029968e-07,0.0013628488483918844,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.1073867567059508,0.1106302103939972,0.003243453688046405,3.0203479344550037,0.1073851820975748,0.1106298850939593,0.003244702996384491,3.0215556122410017,-3.2530003790665063e-07,0.0012076777859979515,SSP1,Lithium
"lithium carbonate production, from concentrated brine",GLO,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",2.4558687685063576e-07,2.0136830962709466e-07,-4.42185672235411e-08,-18.00526469109118,2.4556805200126295e-07,2.0134576056964685e-07,-4.42222914316161e-08,-18.00816151418128,-2.2549057447817393e-11,-0.0028968230900972003,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",2.243970679822081e-05,2.996141854530224e-05,7.521711747081429e-06,33.519652528070495,2.243952379817381e-05,2.9961408244618168e-05,7.521884446444357e-06,33.520695510733205,-1.0300684072795784e-11,0.0010429826627103012,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",0.0001407482310368,0.000140016001389,-7.322296477999955e-07,-0.5202407464776926,0.000140748323336,0.0001400160915681,-7.322317679000166e-07,-0.520241911622637,9.017910000013764e-11,-1.1651449444149975e-06,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0001553816812487,0.0001516970914261,-3.684589822600023e-06,-2.3713154555861453,0.0001553818722557,0.000151696725918,-3.6851463377000036e-06,-2.3716707001931616,-3.655080999963225e-10,-0.0003552446070163029,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",0.0027473106982054,0.0028001634992946,5.285280108920012e-05,1.9238013786982544,0.0027473391025776,0.0028002442080824,5.29051055048e-05,1.9256853096570252,8.070878780011212e-08,0.0018839309587708186,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",5.6688756214340486e-05,5.516669270247669e-05,-1.5220635118637946e-06,-2.684947798305654,5.668889131363936e-05,5.516676896332947e-05,-1.5221223503098931e-06,-2.6850451914618234,7.626085277590705e-11,-9.739315616918987e-05,SSP1,Lithium
lithium brine inspissation,GLO,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",0.0149989799876176,0.0131179055909875,-0.0018810743966301002,-12.541348799605176,0.0149989280873198,0.0131176857175236,-0.0018812423697962006,-12.54251209715857,-2.1987346389938656e-07,-0.0011632975533935053,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",5.412933816214142e-05,4.877815835094819e-05,-5.351179811193228e-06,-9.8859139846936,5.412914883609206e-05,4.877819099700001e-05,-5.350957839092053e-06,-9.885538483701703,3.264605181644382e-11,0.00037550099189687103,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.0012696328802973,0.005386367031199,0.0041167341509017,324.24602535007733,0.0012696289445842,0.0053863701433344,0.0041167411987502,324.2475855887502,3.1121353992122347e-09,0.001560238672880132,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",3.144518940013933e-06,3.1875239163600478e-06,4.300497634611471e-08,1.3676170239866374,3.1445767107895685e-06,3.1876506928512108e-06,4.307398206164231e-08,1.369786334480195,1.2677649116300615e-10,0.002169310493557619,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",0.0005540622091424,0.000605748030476,5.168582133359997e-05,9.328523129848792,0.0005540588561234,0.0006057472635586,5.168840743519998e-05,9.329046339381666,-7.669174000284745e-10,0.0005232095328739916,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0001022283594745,9.515192084688934e-05,-7.0764386276106576e-06,-6.922187408647416,0.000102230429509,9.515226972655088e-05,-7.078159782449115e-06,-6.9237308465244976,3.488796615426677e-10,-0.0015434378770811108,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.0001030890491786,8.342686729041384e-05,-1.9662181888186156e-05,-19.073007312466103,0.0001030885476133,8.342656840507572e-05,-1.9661979208224285e-05,-19.07290350231648,-2.988853381235895e-10,0.00010381014962490553,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.0171818904626483,0.0172599446835143,7.805422086600011e-05,0.454281914063427,0.0171818863073684,0.0172599390818506,7.805277448220266e-05,0.4542736058539159,-5.601663698867609e-09,-8.308209511087572e-06,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.0013729073822011,0.000882613816882,-0.0004902935653191001,-35.71206416947382,0.0013728616044261,0.0008825998714925,-0.0004902617329336001,-35.710936291975706,-1.3945389499962248e-08,0.0011278774981136053,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",0.004822247834666,0.0041920868380206,-0.0006301609966454002,-13.067785361741919,0.0048221725781624,0.0041919663551655,-0.0006302062229968999,-13.068927185452464,-1.2048285509980855e-07,-0.0011418237105456086,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.0002557433199286,0.0002904819407281,3.47386207995e-05,13.58339322770915,0.000255742451152,0.0002904834531312,3.474100197920003e-05,13.584370456569916,1.5124031000008156e-09,0.0009772288607656776,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.0002260515381756,0.0002571073700085,3.105583183289997e-05,13.738385539661918,0.0002260507496664,0.0002571087929523,3.10580432859e-05,13.739411761179591,1.4229438000069525e-09,0.001026221517673065,SSP1,Lithium
lithium brine inspissation,GLO,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",1.7662057996316672e-09,1.397352307363242e-09,-3.688534922684252e-10,-20.88394751876297,1.766181408982608e-09,1.3973308379596047e-09,-3.688505710230033e-10,-20.88407052339409,-2.1469403637208842e-14,-0.00012300463112069338,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",0.0053461572008414,0.0045658846017334,-0.0007802725991079996,-14.595017875366576,0.0053460131968067,0.0045658848979814,-0.0007801282988253002,-14.592711804214947,2.9624800008953844e-10,0.0023060711516293964,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",0.0012670393810857,0.0010896568015479,-0.00017738257953780014,-13.999768451222458,0.0012672065941762,0.0010897999833344,-0.00017740661084180006,-13.999817524397477,1.4318178650010727e-07,-4.907317501867681e-05,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0357786048760965,0.0329085476668526,-0.0028700572092439022,-8.021713588841953,0.0357790059260853,0.0316972446265498,-0.004081761299535504,-11.40825798225888,-0.0012113030403027997,-3.3865443934169264,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",5.404325876216719,5.088374465234972,-0.3159514109817465,-5.846268678433716,5.404405228979181,5.088518176260688,-0.3158870527184927,-5.844991989584014,0.00014371102571608674,0.0012766888497015572,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",0.040288801505473,0.0390919407236527,-0.001196860781820304,-2.9707033644515763,0.0402890997066451,0.0128169250804489,-0.027472174626196198,-68.18761110629896,-0.026275015643203798,-65.21690774184738,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",8.378563897345657,6.780039017651175,-1.598524879694482,-19.078745466163923,8.378540038977288,6.779691435293874,-1.5988486036834137,-19.082663521872654,-0.00034758235730070197,-0.003918055708730606,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.0343774517083912,0.0314145179951957,-0.0029629337131955036,-8.61882881351639,0.0343771823554389,0.0306603983127141,-0.0037167840427248,-10.81177626570887,-0.0007541196824816,-2.192947452192479,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.3612062461685574,0.4715062747864197,0.11030002861786231,30.536578419629723,0.3612073637051293,0.4715123934282053,0.11030502972307599,30.537868495151503,6.118641785568535e-06,0.0012900755217799542,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",0.0054193904968835,0.0050235790766772,-0.0003958114202062997,-7.303615054754162,0.0054195047764594,0.0023674085407333,-0.0030520962357261,-56.31688432093339,-0.0026561705359439006,-49.01326926617923,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",1.1948343272782895,1.2088134256173713,0.01397909833908173,1.169961225580511,1.194830311540739,1.2088120692070068,0.013981757666267747,1.170187727179285,-1.3564103644725378e-06,0.00022650159877413145,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0624632771816177,0.0582926880572926,-0.004170589124325094,-6.676865692138959,0.0624672364089965,0.0575355526288211,-0.004931683780175396,-7.89483265737227,-0.0007571354284715004,-1.2179669652333107,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.1474815705498324,0.1389720723968133,-0.008509498153019102,-5.769872209317052,0.1474812646320497,0.1389715203315847,-0.008509744300465,-5.770051078485068,-5.520652286150618e-07,-0.0001788691680157939,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.2353260950232785,0.2488348942903189,0.013508799267040406,5.740459537946318,0.2353246285383613,0.2488311007707874,0.013506472232426098,5.739506449587085,-3.7935195315030867e-06,-0.000953088359232801,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.4787496223872541,0.3251852480415099,-0.15356437434574421,-32.07613482387837,0.4786646292589367,0.3251589141460525,-0.1535057151128842,-32.069575592109246,-2.633389545736442e-05,0.0065592317691240964,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",2.615967309700421,2.254476598139145,-0.361490711561276,-13.818624958378159,2.6158382172392214,2.254267938035547,-0.36157027920367435,-13.822348676642502,-0.00020866010359776865,-0.0037237182643430344,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.8776571339801047,0.882720782913578,0.00506364893347333,0.5769506949154607,0.8776546907780475,0.5909370888514911,-0.2867176019265564,-32.6686115780204,-0.29178369406208693,-33.245562272935864,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.5281049348185933,0.531577361979345,0.00347242716075169,0.6575259823967534,0.5281031036712065,0.5137577064439129,-0.014345397227293555,-2.7164008557361,-0.017819655535432077,-3.3739268381328533,SSP1,Lithium
"lithium carbonate production, from spodumene",RoW,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",1.006270045713908e-06,9.540134238034374e-07,-5.2256621910470624e-08,-5.193101209069248,1.006234478269336e-06,9.539760726199262e-07,-5.2258405649409894e-08,-5.19346203871798,-3.7351183511241456e-11,-0.0003608296487325191,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",0.0053461572008414,0.0045658846017334,-0.0007802725991079996,-14.595017875366576,0.0053460131968067,0.0045658848979814,-0.0007801282988253002,-14.592711804214947,2.9624800008953844e-10,0.0023060711516293964,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",0.0012670393810857,0.0010896568015479,-0.00017738257953780014,-13.999768451222458,0.0012672065941762,0.0010897999833344,-0.00017740661084180006,-13.999817524397477,1.4318178650010727e-07,-4.907317501867681e-05,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0357786048760965,0.0329085476668526,-0.0028700572092439022,-8.021713588841953,0.0357790059260853,0.0316972446265498,-0.004081761299535504,-11.40825798225888,-0.0012113030403027997,-3.3865443934169264,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",5.404325876216719,5.088374465234972,-0.3159514109817465,-5.846268678433716,5.404405228979181,5.088518176260688,-0.3158870527184927,-5.844991989584014,0.00014371102571608674,0.0012766888497015572,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",0.040288801505473,0.0390919407236527,-0.001196860781820304,-2.9707033644515763,0.0402890997066451,0.0128169250804489,-0.027472174626196198,-68.18761110629896,-0.026275015643203798,-65.21690774184738,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",8.378563897345657,6.780039017651175,-1.598524879694482,-19.078745466163923,8.378540038977288,6.779691435293874,-1.5988486036834137,-19.082663521872654,-0.00034758235730070197,-0.003918055708730606,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.0343774517083912,0.0314145179951957,-0.0029629337131955036,-8.61882881351639,0.0343771823554389,0.0306603983127141,-0.0037167840427248,-10.81177626570887,-0.0007541196824816,-2.192947452192479,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'agricultural land occupation', 'ALOP')",0.3612062461685574,0.4715062747864197,0.11030002861786231,30.536578419629723,0.3612073637051293,0.4715123934282053,0.11030502972307599,30.537868495151503,6.118641785568535e-06,0.0012900755217799542,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'freshwater eutrophication', 'FEP')",0.0054193904968835,0.0050235790766772,-0.0003958114202062997,-7.303615054754162,0.0054195047764594,0.0023674085407333,-0.0030520962357261,-56.31688432093339,-0.0026561705359439006,-49.01326926617923,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'metal depletion', 'MDP')",1.1948343272782895,1.2088134256173713,0.01397909833908173,1.169961225580511,1.194830311540739,1.2088120692070068,0.013981757666267747,1.170187727179285,-1.3564103644725378e-06,0.00022650159877413145,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'terrestrial acidification', 'TAP100')",0.0624632771816177,0.0582926880572926,-0.004170589124325094,-6.676865692138959,0.0624672364089965,0.0575355526288211,-0.004931683780175396,-7.89483265737227,-0.0007571354284715004,-1.2179669652333107,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'water depletion', 'WDP')",0.1474815705498324,0.1389720723968133,-0.008509498153019102,-5.769872209317052,0.1474812646320497,0.1389715203315847,-0.008509744300465,-5.770051078485068,-5.520652286150618e-07,-0.0001788691680157939,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'urban land occupation', 'ULOP')",0.2353260950232785,0.2488348942903189,0.013508799267040406,5.740459537946318,0.2353246285383613,0.2488311007707874,0.013506472232426098,5.739506449587085,-3.7935195315030867e-06,-0.000953088359232801,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'ionising radiation', 'IRP_HE')",0.4787496223872541,0.3251852480415099,-0.15356437434574421,-32.07613482387837,0.4786646292589367,0.3251589141460525,-0.1535057151128842,-32.069575592109246,-2.633389545736442e-05,0.0065592317691240964,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'fossil depletion', 'FDP')",2.615967309700421,2.254476598139145,-0.361490711561276,-13.818624958378159,2.6158382172392214,2.254267938035547,-0.36157027920367435,-13.822348676642502,-0.00020866010359776865,-0.0037237182643430344,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'freshwater ecotoxicity', 'FETPinf')",0.8776571339801047,0.882720782913578,0.00506364893347333,0.5769506949154607,0.8776546907780475,0.5909370888514911,-0.2867176019265564,-32.6686115780204,-0.29178369406208693,-33.245562272935864,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'marine ecotoxicity', 'METPinf')",0.5281049348185933,0.531577361979345,0.00347242716075169,0.6575259823967534,0.5281031036712065,0.5137577064439129,-0.014345397227293555,-2.7164008557361,-0.017819655535432077,-3.3739268381328533,SSP1,Lithium
"lithium carbonate production, from spodumene",CN,"('ReCiPe Midpoint (H)', 'ozone depletion', 'ODPinf')",1.006270045713908e-06,9.540134238034374e-07,-5.2256621910470624e-08,-5.193101209069248,1.006234478269336e-06,9.539760726199262e-07,-5.2258405649409894e-08,-5.19346203871798,-3.7351183511241456e-11,-0.0003608296487325191,SSP1,Lithium
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'terrestrial ecotoxicity', 'TETPinf')",2.297121717408269e-05,2.740335618255904e-05,4.432139008476351e-06,19.29431503297491,2.2969652143693712e-05,2.740329994994338e-05,4.433647806249669e-06,19.302198302845962,-5.62326156606618e-11,0.007883269871051368,SSP1,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'natural land transformation', 'NLTP')",7.781254135443425e-05,7.71675169885645e-05,-6.450243658697596e-07,-0.8289465356640765,7.78136181356321e-05,7.716849461608846e-05,-6.451235195436379e-07,-0.8290624893179533,9.776275239651785e-10,-0.00011595365387684353,SSP1,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'photochemical oxidant formation', 'POFP')",0.0003126088764355,0.0003091503948213,-3.458481614199984e-06,-1.106328666554536,0.0003126112583544,0.0003091461120095,-3.465146344900033e-06,-1.1084521917542964,-4.2828118000290925e-09,-0.0021235251997604454,SSP1,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'human toxicity', 'HTPinf')",0.0138232270713609,0.0138140700062672,-9.157065093700484e-06,-0.06624404740244905,0.0138236401369303,0.0138150133125287,-8.62682440160023e-06,-0.062406314951395404,9.433062615003124e-07,0.0038377324510536423,SSP1,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'marine eutrophication', 'MEP')",0.0001086173778202,0.0001070666195569,-1.5507582633000059e-06,-1.4277257418854805,0.0001086191096881,0.0001070674399891,-1.5516696990000036e-06,-1.4285420893760097,8.204322000010577e-10,-0.0008163474905291679,SSP1,Manganese
manganese concentrate production,GLO,"('IPCC 2013', 'climate change', 'GWP 100a, incl. H and bio CO2')",0.016500805822818,0.0148396631623105,-0.001661142660507502,-10.067039624273407,0.0165004101493921,0.0148373118358254,-0.0016630983135666987,-10.079133176140896,-2.3513264850987675e-06,-0.012093551867488728,SSP1,Manganese
manganese concentrate production,GLO,"('ReCiPe Midpoint (H)', 'particulate matter formation', 'PMFP')",0.0001094686864871,0.0001049687529744,-4.499933512700001e-06,-4.1107038524941855,0.0001094666255349,0.0001048631158462,-4.603509688700001e-06,-4.205400199563397,-1.056371281999975e-07,-0.09469634706921148,SSP1,Manganese
